APN,totVal_m2,area_m2,LU_Desc,yrBuilt,taxAmt,assdsYr,assdLndVal,assdImpVal,assdTotVal,bestRectL,bestRectW,bestRectA,bestScore,area_sqf,adu_type,lng,lat,address
063088230,817.6205891,466.7641753,Single Family Residential,1952,5934.02,2015,190818,190818,381636,14.88112093,4.995737155,74.34216875,-1,5024.202906511669,none,-122.13689562,37.47547445,"2576 Fordham St, East Palo Alto, CA 94303, USA"
063088310,822.8201663,453.063762,Single Family Residential,1952,5838.22,2015,186395,186395,372790,18.62470604,5.086133607,94.72774332,-1,4876.7330277918,none,-122.13602805,37.47549263,"2578 Gonzaga St, East Palo Alto, CA 94303, USA"
063088030,1309.780894,467.4766619,Single Family Residential,1952,8355.24,2015,306146,306146,612292,13.20792754,5.008350903,66.14993583,-1,5031.87204102541,none,-122.13569039,37.47549579,"2583 Illinois St, East Palo Alto, CA 94303, USA"
063083030,210.6649301,464.519652,Single Family Residential,2003,2487.5,2015,28118,69740,97858,10.05651592,9.684343319,97.39075273,0.462,5000.0430821628,none,-122.13834275,37.47544516,"2587 Baylor St, East Palo Alto, CA 94303, USA"
063083280,339.3247002,464.5196766,Single Family Residential,1951,3507.78,2015,72749,84874,157623,15.48234831,5.714448505,88.47308218,0.389,5000.04334695474,none,-122.13868726,37.47543867,"2586 Annapolis St, East Palo Alto, CA 94303, USA"
063082030,437.8260077,510.9746705,Single Family Residential,1951,4223.62,2015,111859,111859,223718,18.62470604,5.086133607,94.72774332,-1,5500.08025579495,attached,-122.13922126,37.47542859,"2589 Annapolis St, East Palo Alto, CA 94303, USA"
063082060,571.0277018,510.9769615,Single Family Residential,1951,4960.82,2015,145891,145891,291782,14.77047206,7.501086249,110.7945849,0.577,5500.1049158898495,attached,-122.13920677,37.47501679,"2569 Annapolis St, East Palo Alto, CA 94303, USA"
063062070,939.1702938,506.0935202,Single Family Residential,1956,6871.6,2015,237654,237654,475308,18.62470604,5.086133607,94.72774332,-1,5447.54004208078,none,-122.14561471,37.47491679,"7 Kirkwood Ct, East Palo Alto, CA 94303, USA"
063062140,413.2154072,755.2186935,Single Family Residential,1956,5180.54,2015,156034,156034,312068,13.73559789,10.89375005,149.6321703,0.692,8129.098494964649,detached,-122.1446199,37.47462178,"15 Clarence Ct, East Palo Alto, CA 94303, USA"
063073050,1197.261578,454.0812219,Single Family Residential,1956,7688.8,2015,271827,271827,543654,24.06032571,2.262226114,54.42989715,-1,4887.68486440941,none,-122.14038508,37.4747673,"2567 Emmett Way, East Palo Alto, CA 94303, USA"
063074120,593.2528337,464.5944939,Single Family Residential,1956,4785.82,2015,122288,153334,275622,18.62470604,5.086133607,94.72774332,-1,5000.84867289021,none,-122.13986843,37.47477998,"2568 Emmett Way, East Palo Alto, CA 94303, USA"
063085090,543.5517613,453.3643667,Single Family Residential,1952,4469.58,2015,159196,87231,246427,18.62470604,5.086133607,94.72774332,-1,4879.96870672213,none,-122.13745054,37.47458185,"2535 Fordham St, East Palo Alto, CA 94303, USA"
063085200,538.2779142,453.364319,Single Family Residential,1952,4443.7,2015,122018,122018,244036,18.62470604,5.086133607,94.72774332,-1,4879.9681932841,none,-122.13779507,37.47457558,"2536 Baylor St, East Palo Alto, CA 94303, USA"
063083110,225.0152379,464.519652,Single Family Residential,1952,2559.7,2015,9268,95256,104524,15.71782797,5.714448505,89.81871856,0.389,5000.0430821628,none,-122.13830413,37.47434701,"2529 Baylor St, East Palo Alto, CA 94303, USA"
063083200,1092.793379,464.519652,Single Family Residential,1951,7298.58,2015,253812,253812,507624,14.88630214,8.104838714,120.6510779,0.769,5000.0430821628,none,-122.13864864,37.47434051,"2526 Annapolis St, East Palo Alto, CA 94303, USA"
063082110,660.4621556,510.9694736,Single Family Residential,1951,5455.72,2015,168738,168738,337476,18.62470604,5.086133607,94.72774332,-1,5500.02431688304,attached,-122.13918262,37.47433044,"2539 Annapolis St, East Palo Alto, CA 94303, USA"
062113090,70.91588011,552.0625273,Single Family Residential,1944,2047.64,2015,9268,29882,39150,16.17677489,8.724679859,141.1371821,0.846,5942.34583760447,attached,-122.15045432,37.47386579,"1031 Alberni St, East Palo Alto, CA 94303, USA"
063089160,818.3260365,669.3224651,Single Family Residential,1952,7746.38,2015,273862,273862,547724,16.60195547,11.27388196,187.1684863,0.923,7204.52008208989,attached,-122.13508678,37.47413903,"2518 Illinois St, East Palo Alto, CA 94303, USA"
063073100,93.07097381,457.1994711,Single Family Residential,1956,2268.48,2015,9158,33394,42552,10.00339522,5.361255561,53.63075826,0.192,4921.24938697329,none,-122.14036111,37.47407349,"2527 Emmett Way, East Palo Alto, CA 94303, USA"
062115060,954.8055874,526.5846855,Single Family Residential,1944,7169.2,2015,251393,251393,502786,13.67882736,8.708594521,119.123361,0.692,5668.10489625345,attached,-122.15254256,37.47344629,"1245 Westminster Ave, East Palo Alto, CA 94303, USA"
063072180,79.65606778,538.490051,Single Family Residential,1955,2265.16,2015,9268,33626,42894,14.77047206,7.849095361,115.9348438,0.769,5796.2530599589,attached,-122.14162608,37.47360404,"2508 Gloria Way, East Palo Alto, CA 94303, USA"
062115200,1152.448522,533.6463955,Single Family Residential,1954,5188.12,2015,500000,115000,615000,12.86701335,5.962991686,76.72589361,0.389,5744.11643652245,attached,-122.15312139,37.4731882,"1238 Saratoga Ave, East Palo Alto, CA 94303, USA"
063114020,620.7838167,571.857691,Single Family Residential,1952,3552.12,2015,285000,70000,355000,14.56639542,9.099122883,132.5414219,0.769,6155.4190001549005,attached,-122.13506752,37.47348581,"2496 Illinois St, East Palo Alto, CA 94303, USA"
062132020,242.1731933,562.6716903,Single Family Residential,1941,3199.46,2015,79226,57038,136264,20.40818383,6.365587622,129.9100824,0.385,6056.54180722017,attached,-122.14901145,37.47319063,"1104 Alberni St, East Palo Alto, CA 94303, USA"
062115080,1948.951024,284.768572,Single Family Residential,2013,7903.36,2015,277500,277500,555000,7.976673666,5.714448505,45.58229091,0.192,3065.2204321507998,none,-122.15267158,37.47322524,"1225 Westminster Ave, East Palo Alto, CA 94303, USA"
063103030,489.5632406,601.3645952,Single Family Residential,1956,4514.28,2015,185368,109038,294406,14.99890105,5.125950081,76.88361803,-1,6473.02836627328,attached,-122.13990503,37.47310386,"1590 Ursula Way, East Palo Alto, CA 94303, USA"
062117220,617.9992273,539.2692827,Single Family Residential,1944,5410.16,2015,166634,166634,333268,8.565741157,4.995737155,42.79219136,-1,5804.640632054529,attached,-122.15112718,37.4729887,"1244 Jervis Ave, East Palo Alto, CA 94303, USA"
063102060,875.3360546,486.216691,Single Family Residential,1956,6410.22,2015,197786,227817,425603,12.26561815,5.714448505,70.0912433,0.192,5233.5878402549,none,-122.14328029,37.47313897,"2523 Hazelwood Way, East Palo Alto, CA 94303, USA"
063103040,569.1028315,494.0618539,Single Family Residential,1956,4447.92,2015,140586,140586,281172,18.62470604,5.086133607,94.72774332,-1,5318.03238919421,none,-122.14014381,37.47310475,"1584 Ursula Way, East Palo Alto, CA 94303, USA"
062118030,63.78591858,666.4010011,Single Family Residential,1941,2183.98,2015,9268,33239,42507,11.31113057,5.714448505,64.63687319,0.192,7173.07373574029,attached,-122.14966373,37.4729991,"2383 Menalto Ave, East Palo Alto, CA 94303, USA"
063103050,406.7943746,485.852343,Single Family Residential,1956,3543.2,2015,145631,52011,197642,15.12920732,5.125950081,77.55156149,-1,5229.6660348177,none,-122.14032694,37.47308688,"1576 Ursula Way, East Palo Alto, CA 94303, USA"
063102150,123.105745,533.005182,Single Family Residential,1956,2113.26,2015,9268,56348,65616,8.695704827,8.094452329,70.3869682,0.385,5737.2144785298,attached,-122.14268879,37.47287276,"1508 Ursula Way, East Palo Alto, CA 94303, USA"
062132300,63.42844882,612.2489313,Single Family Residential,1950,2044.2,2015,9268,29566,38834,12.5816196,10.97134139,138.0372438,0.615,6590.186271620069,attached,-122.1491441,37.47283959,"2382 Menalto Ave, East Palo Alto, CA 94303, USA"
062115120,1562.545269,284.3936806,Single Family Residential,1963,6536.6,2015,222189,222189,444378,9.037275961,5.125950081,46.32462545,-1,3061.18513861034,none,-122.15289438,37.47278314,"1215 Westminster Ave, East Palo Alto, CA 94303, USA"
063061100,493.5721871,436.2968693,Single Family Residential,1956,4132.94,2015,107672,107672,215344,9.873603747,7.858913987,77.59580259,0.462,4696.25587145827,none,-122.14312005,37.47557601,"1489 Kavanaugh Dr, East Palo Alto, CA 94303, USA"
063061110,276.6454763,482.8381862,Single Family Residential,1956,3247.32,2015,60620,72955,133575,14.7633509,5.231539224,77.23504933,0.192,5197.22195243818,none,-122.14329,37.4755684,"1483 Kavanaugh Dr, East Palo Alto, CA 94303, USA"
063062190,387.5343343,570.4991285,Single Family Residential,1956,4118.18,2015,110544,110544,221088,18.62470604,5.086133607,94.72774332,-1,6140.7955692611495,attached,-122.14404168,37.47514546,"1444 Kavanaugh Dr, East Palo Alto, CA 94303, USA"
063062180,936.5373963,588.6235853,Single Family Residential,1956,7771.26,2015,275634,275634,551268,14.19196052,9.586118598,136.0458167,0.769,6335.885409810669,attached,-122.14430336,37.47505986,"1440 Kavanaugh Dr, East Palo Alto, CA 94303, USA"
063074150,1032.166375,466.617603,Single Family Residential,1956,7017,2015,182040,299587,481627,6.539424031,4.995737155,32.6692436,-1,5022.6252169316995,none,-122.13988285,37.47519755,"2590 Emmett Way, East Palo Alto, CA 94303, USA"
063073020,692.1510229,475.2142078,Single Family Residential,1956,5286.08,2015,164460,164460,328920,8.460332906,7.140054331,60.4072366,0.288,5115.15821133842,none,-122.14039931,37.47517903,"2589 Emmett Way, East Palo Alto, CA 94303, USA"
063083060,240.0261834,464.5243215,Single Family Residential,1952,3008.2,2015,51460,60038,111498,18.62470604,5.086133607,94.72774332,-1,5000.09334419385,none,-122.13832826,37.47503335,"2567 Baylor St, East Palo Alto, CA 94303, USA"
063083250,76.88119404,464.5219217,Single Family Residential,1951,2010.4,2015,9268,26445,35713,18.62470604,5.086133607,94.72774332,-1,5000.0675129866295,none,-122.13867277,37.47502686,"2556 Annapolis St, East Palo Alto, CA 94303, USA"
063072280,111.7736108,462.6584005,Single Family Residential,1956,2283.7,2015,8757,42956,51713,15.58794485,5.714448505,89.07650814,0.389,4980.00875714195,none,-122.14159967,37.47497883,"2584 Gloria Way, East Palo Alto, CA 94303, USA"
063072030,606.3338768,466.4558766,Single Family Residential,1956,4863.84,2015,141414,141414,282828,10.82791059,7.257886573,78.58774686,0.404,5020.8844101347395,none,-122.14125508,37.47498286,"2583 Farrington Way, East Palo Alto, CA 94303, USA"
063062130,411.9019762,893.3339028,Single Family Residential,1956,5785.96,2015,259741,108225,367966,16.96411321,12.19108928,206.8110187,0.923,9615.75679634892,detached,-122.14499331,37.47458611,"16 Clarence Ct, East Palo Alto, CA 94303, USA"
063089110,67.58798108,567.7044851,Single Family Residential,1952,2139.18,2015,9268,29102,38370,16.43516566,9.546545736,156.8990606,0.846,6110.71430716789,attached,-122.13510625,37.47483274,"2550 Illinois St, East Palo Alto, CA 94303, USA"
063072230,609.0735574,479.6038122,Single Family Residential,1956,4964.42,2015,146057,146057,292114,15.48234831,5.832234498,90.29668596,0.389,5162.40747413958,none,-122.14160393,37.47429169,"2544 Gloria Way, East Palo Alto, CA 94303, USA"
063072080,306.4598825,495.6798872,Single Family Residential,1956,3368.88,2015,69983,81923,151906,18.62470604,5.086133607,94.72774332,-1,5335.44873783208,none,-122.14124219,37.47429613,"2543 Farrington Way, East Palo Alto, CA 94303, USA"
063074070,139.8862714,453.761469,Single Family Residential,1956,2411.08,2015,9268,54207,63475,15.35229956,5.125950081,78.69512117,-1,4884.243076169099,none,-122.13984472,37.47409396,"2528 Emmett Way, East Palo Alto, CA 94303, USA"
063063120,447.8511804,481.8386318,Single Family Residential,1956,4137.8,2015,107896,107896,215792,18.62470604,5.062647329,94.29031829,-1,5186.4628488320195,none,-122.14253899,37.47404479,"2548 Hazelwood Way, East Palo Alto, CA 94303, USA"
063063090,688.7658838,455.5597299,Single Family Residential,1956,5199.02,2015,126570,187204,313774,9.414924138,8.107433231,76.33086882,0.462,4903.59937667061,none,-122.14218445,37.47405198,"2535 Gloria Way, East Palo Alto, CA 94303, USA"
062114010,178.6529269,638.0416039,Single Family Residential,1944,3035.16,2015,49636,64352,113988,13.09277712,12.0348239,157.5692671,0.692,6867.81602021921,attached,-122.1533212,37.47379066,"1233 Saratoga Ave, East Palo Alto, CA 94303, USA"
063073200,911.186277,487.0837185,Single Family Residential,1956,6530.58,2015,221912,221912,443824,12.37147104,6.917636275,85.58133682,0.462,5242.920437562149,none,-122.14070505,37.47405053,"2528 Farrington Way, East Palo Alto, CA 94303, USA"
062131030,174.8194556,565.4690988,Single Family Residential,1940,2871.26,2015,48991,49864,98855,14.30463399,10.18604145,145.7075948,0.769,6086.65283257332,attached,-122.1487251,37.47362468,"1111 Alberni St, East Palo Alto, CA 94303, USA"
062116020,404.4804164,489.306755,Single Family Residential,1944,3944.18,2015,82746,115169,197915,14.05695664,5.714448505,80.32775485,0.389,5266.8489801445,none,-122.15145471,37.47344513,"1257 Jervis Ave, East Palo Alto, CA 94303, USA"
063072130,179.8572439,597.0846527,Single Family Residential,1955,2886.74,2015,9268,98122,107390,20.40818383,6.365587622,129.9100824,0.385,6426.95949319753,attached,-122.14123086,37.47360136,"2507 Farrington Way, East Palo Alto, CA 94303, USA"
062131110,954.3903011,503.3642939,Single Family Residential,1940,6231.96,2015,240203,240203,480406,18.62470604,5.062647329,94.29031829,-1,5418.16292311021,none,-122.14737536,37.47343598,"1147 Alberni St, East Palo Alto, CA 94303, USA"
062134030,115.6279547,554.0182748,Single Family Residential,1949,2494.4,2015,34424,29636,64060,19.03204285,8.163445287,155.3670405,1,5963.397308119719,attached,-122.14698247,37.4730612,"2380 Ralmar Ave, East Palo Alto, CA 94303, USA"
062133050,440.9540153,563.2741541,Single Family Residential,1940,4490.72,2015,124189,124189,248378,13.07509539,8.940567774,116.8987765,0.692,6063.02666731699,attached,-122.14747296,37.47297639,"1150 Alberni St, East Palo Alto, CA 94303, USA"
063103060,95.91933811,450.4826748,Single Family Residential,1956,1793.6,2015,9268,33942,43210,13.57335669,5.361255561,72.77023402,0.192,4848.95046327972,none,-122.14049879,37.47306441,"1568 Ursula Way, East Palo Alto, CA 94303, USA"
062115180,382.7728747,537.3108012,Single Family Residential,1947,3951.16,2015,102834,102834,205668,12.47136775,9.568550865,119.3329167,0.615,5783.55973303668,attached,-122.15325117,37.47293323,"1226 Saratoga Ave, East Palo Alto, CA 94303, USA"
063102160,471.6970768,565.2314019,Single Family Residential,1956,4213.3,2015,133309,133309,266618,18.62470604,5.062647329,94.29031829,-1,6084.094286911411,attached,-122.14249435,37.47284532,"1512 Ursula Way, East Palo Alto, CA 94303, USA"
062133070,162.7610927,506.8533186,Single Family Residential,1940,2694.08,2015,33746,48750,82496,11.61145936,10.51987624,122.1511154,0.615,5455.71843607854,none,-122.14767991,37.47262706,"2361 Ralmar Ave, East Palo Alto, CA 94303, USA"
063111150,489.3997312,445.496771,Single Family Residential,1952,3799.98,2015,109013,109013,218026,14.6455912,6.185735518,90.59375365,0.389,4795.2826933669,none,-122.13739047,37.47276568,"2467 Fordham St, East Palo Alto, CA 94303, USA"
063102110,379.6030125,666.8545603,Single Family Residential,1956,3771.32,2015,126570,126570,253140,14.6455912,5.950045276,87.14193072,0.389,7177.95580161317,attached,-122.1430753,37.47241892,"2503 Hazelwood Way, East Palo Alto, CA 94303, USA"
063113070,241.3123889,464.2157019,Single Family Residential,1951,2557.38,2015,48256,63765,112021,15.11669101,6.315834112,95.47451272,0.389,4996.77139368141,none,-122.13558815,37.47259564,"2447 Illinois St, East Palo Alto, CA 94303, USA"
062122020,221.1028109,628.7165659,Single Family Residential,1949,3306.18,2015,64017,74994,139011,19.03204285,8.163445287,155.3670405,1,6767.44224369101,attached,-122.15349879,37.47222731,"934 Newbridge St, East Palo Alto, CA 94303, USA"
063113160,1017.289396,464.2179521,Single Family Residential,1951,6517.38,2015,236122,236122,472244,15.48234831,5.467429345,84.6486455,0.192,4996.79561460919,none,-122.13593256,37.47258666,"2440 Gonzaga St, East Palo Alto, CA 94303, USA"
062133310,470.3952003,579.5042122,Single Family Residential,1940,4753.02,2015,136298,136298,272596,17.78915662,7.129245738,126.823269,0.75,6237.72538969958,attached,-122.14816417,37.47241306,"2362 Poplar Ave, East Palo Alto, CA 94303, USA"
063112090,573.9669635,464.5180245,Single Family Residential,1951,4113.3,2015,133309,133309,266618,18.62470604,5.086133607,94.72774332,-1,5000.02556391555,none,-122.13644128,37.47234837,"2427 Gonzaga St, East Palo Alto, CA 94303, USA"
063112160,809.837251,464.5180245,Single Family Residential,1951,5476.96,2015,188092,188092,376184,24.06032571,2.262226114,54.42989715,-1,5000.02556391555,none,-122.13678573,37.47234053,"2432 Fordham St, East Palo Alto, CA 94303, USA"
062132130,55.896221,566.2994641,Single Family Residential,1940,1770.44,2015,9268,22386,31654,16.92563687,8.237819276,139.4303377,0.923,6095.59080162599,attached,-122.14888244,37.47196658,"2333 Poplar Ave, East Palo Alto, CA 94303, USA"
062134110,381.2370298,546.0644789,Single Family Residential,1940,3978.38,2015,104090,104090,208180,12.35672891,10.97134139,135.5698914,0.615,5877.78344443171,attached,-122.1472229,37.47197946,"2340 Ralmar Ave, East Palo Alto, CA 94303, USA"
063113280,445.0223172,548.529794,Single Family Residential,1951,4046.48,2015,126923,117185,244108,18.62470604,5.086133607,94.72774332,-1,5904.3198496366,attached,-122.13556558,37.47194424,"2401 Illinois St, East Palo Alto, CA 94303, USA"
062134140,880.79828440000006,541.7426537,Single Family Residential,1940,6968.7,2015,238583,238583,477166,15.20270548,9.848009685,149.7163908,0.769,5831.26375016143,attached,-122.14731352,37.47157404,"2326 Ralmar Ave, East Palo Alto, CA 94303, USA"
062132200,450.9201632,579.6902009,Single Family Residential,1944,4631.68,2015,130697,130697,261394,12.09931064,7.873173765,95.259975119999993,0.615,6239.7273534675105,attached,-122.14939861,37.47143971,"1107 Newbridge St, East Palo Alto, CA 94303, USA"
062124230,228.2603181,538.8409208,Single Family Residential,1947,3055.76,2015,51070,71926,122996,12.25360957,7.257886573,88.93530837,0.462,5800.02978739912,attached,-122.15190238,37.47146098,"1180 Jervis Ave, East Palo Alto, CA 94303, USA"
062125150,742.3506511,557.4239066,Single Family Residential,1949,6282.42,2015,206902,206902,413804,9.637902322,5.243585768,50.53716745,0.192,6000.05518825174,attached,-122.15105986,37.47104098,"1164 Laurel Ave, East Palo Alto, CA 94303, USA"
063203430,420.792054,630.3731202,Single Family Residential,1927,4275.52,2015,132628,132628,265256,16.77670002,9.324390321,156.4324993,0.923,6785.27322852078,attached,-122.14209451,37.47114647,"1530 Bay Rd, East Palo Alto, CA 94303, USA"
062123230,890.2530849,809.6877307,Single Family Residential,1947,2192.48,2015,598997,121830,720827,16.60195547,11.17833622,185.5822401,0.923,8715.39776448173,detached,-122.15330369,37.47076519,"1138 Westminster Ave, East Palo Alto, CA 94303, USA"
062123120,361.6497232,806.8083044,Single Family Residential,1947,4960.82,2015,145891,145891,291782,14.65468323,9.544342433,139.869315,0.769,8684.403907731159,detached,-122.15286876,37.47077261,"1129 Jervis Ave, East Palo Alto, CA 94303, USA"
063197150,586.9561343,577.5729738,Single Family Residential,1946,5074.34,2015,169505,169505,339010,13.07509539,9.221572432,120.5729392,0.692,6216.937732685819,attached,-122.14406145,37.47087514,"1408 Bay Rd, East Palo Alto, CA 94303, USA"
063197370,311.1849161,551.6462757,Single Family Residential,1940,3261.84,2015,85832,85832,171664,0,0,0,0,5937.86534700723,attached,-122.14350046,37.47077927,"2393 Glen Way, East Palo Alto, CA 94303, USA"
062135130,994.6266374,541.2241938,Single Family Residential,1982,7630.98,2015,269158,269158,538316,18.62470604,5.086133607,94.72774332,-1,5825.683099643819,attached,-122.14977595,37.47059554,"2294 Menalto Ave, East Palo Alto, CA 94303, USA"
063171540,654.7992435,612.3250813,Single Family Residential,1932,5745.2,2015,200475,200475,400950,17.41276093,8.837250727,153.8809342,0.923,6591.005942605069,attached,-122.14753508,37.4704073,"2293 Addison Ave, East Palo Alto, CA 94303, USA"
063171550,285.7686609,530.2960778,Single Family Residential,1949,3043.9,2015,75771,75771,151542,12.47136775,7.873173765,98.18924539,0.615,5708.05395183142,attached,-122.14770521,37.47041868,"1212 Bay Rd, East Palo Alto, CA 94303, USA"
063172220,108.20166,385.6410334,Single Family Residential,1958,1677.54,2015,9268,32459,41727,14.88112093,5.243585768,78.03043394,0.192,4151.00151941426,none,-122.1471457,37.47030718,"2292 Addison Ave, East Palo Alto, CA 94303, USA"
063193030,356.3633185,510.978517,Single Family Residential,1954,3374.82,2015,116672,65422,182094,13.81752624,10.07323267,139.1871568,0.692,5500.1216591363,attached,-122.14528342,37.47005031,"320 Weeks St, East Palo Alto, CA 94303, USA"
063202220,179.8614238,759.4624634,Single Family Residential,1946,2805.08,2015,42025,94573,136598,19.03204285,8.163445287,155.3670405,1,8174.77800979126,detached,-122.14271863,37.47002094,"511 Sacramento St, East Palo Alto, CA 94303, USA"
063210410,630.3203456,448.9368017,Single Family Residential,1930,4390.46,2015,77695,205279,282974,13.3378603,6.668930148,88.94925864,0.519,4832.31083981863,none,-122.13972924,37.47020514,"2371 Cooley Ave, East Palo Alto, CA 94303, USA"
063199120,58.40397695,540.4084045,Single Family Residential,1938,1749.62,2015,9129,22433,31562,13.95283702,13.62953783,190.1707199,0.692,5816.902025197549,attached,-122.14322021,37.46988468,"2348 Glen Way, East Palo Alto, CA 94303, USA"
063271420,71.83340048,647.1641283,Single Family Residential,1950,1906.08,2015,4210,42278,46488,17.53312707,5.458446354,95.70363351,0.192,6966.0099606083695,attached,-122.12951545,37.47005855,"1150 Weeks St, East Palo Alto, CA 94303, USA"
063271410,662.3729294,456.1206936,Single Family Residential,1995,4597.84,2015,9833,292289,302122,10.35667378,8.21224916,85.05158554,0.462,4909.63753384104,none,-122.12972292,37.47005477,"1120 Weeks St, East Palo Alto, CA 94303, USA"
063271260,308.6526911,697.2821109,Single Family Residential,1918,3769.1,2015,150003,65215,215218,20.55741048,6.96510437,143.1845096,0.75,7505.47491351651,detached,-122.13002515,37.47010037,"2398 Pulgas Ave, East Palo Alto, CA 94303, USA"
063174100,839.7372305,515.3171543,Single Family Residential,1947,6089.42,2015,321776,110955,432731,12.93493943,9.452823271,122.2716965,0.692,5546.822317169769,attached,-122.1464729,37.46986128,"2374 Oakwood Dr, East Palo Alto, CA 94303, USA"
063199110,97.99414131,464.813502,Single Family Residential,1955,1718.94,2015,9268,36281,45549,8.342677694,6.303612415,52.58900668,0.192,5003.2060541778,none,-122.1432443,37.46973655,"2340 Glen Way, East Palo Alto, CA 94303, USA"
063113040,563.6518318,472.8096051,Single Family Residential,1951,4256.04,2015,133250,133250,266500,15.95334733,5.950045276,94.92313893,0.389,5089.275308335889,none,-122.13560235,37.47299982,"2477 Illinois St, East Palo Alto, CA 94303, USA"
062117200,927.8881347,269.6359514,Single Family Residential,1994,4433.38,2015,125096,125096,250192,6.421508939,6.067879394,38.96494177,-1,2902.33441727446,none,-122.15123983,37.47276612,"1234 Jervis Ave, East Palo Alto, CA 94303, USA"
063113190,1165.496627,472.8096051,Single Family Residential,1951,6680.66,2015,275529,275529,551058,18.62470604,5.086133607,94.72774332,-1,5089.275308335889,none,-122.13594676,37.47299083,"2470 Gonzaga St, East Palo Alto, CA 94303, USA"
063102130,56.76664457,816.1659079,Single Family Residential,1956,1531.42,2015,10361,35970,46331,13.99447763,12.72015735,178.0119575,0.692,8785.12821604481,detached,-122.14266776,37.47261456,"2512 Hazelwood Way, East Palo Alto, CA 94303, USA"
063114070,155.1620726,494.2896077,Single Family Residential,1952,2233.26,2015,9268,67427,76695,13.56302295,7.617015202,103.309752,0.519,5320.4839083220295,none,-122.13504766,37.47279637,"2458 Illinois St, East Palo Alto, CA 94303, USA"
062123320,858.3707206,644.3882424,Single Family Residential,1950,7882.72,2015,276562,276562,553124,18.62470604,5.062647329,94.29031829,-1,6936.13060236936,attached,-122.15278607,37.47199767,"952 Newbridge St, East Palo Alto, CA 94303, USA"
063102280,1021.940728,576.0979906,Single Family Residential,1954,6713.64,2015,294369,294369,588738,10.66021807,8.940567774,95.30840212,0.538,6201.06116101934,attached,-122.14332553,37.47217898,"132 Grace Ave, East Palo Alto, CA 94303, USA"
063111190,662.736716,576.1805417,Single Family Residential,1952,5461.44,2015,190928,190928,381856,18.50878782,5.342917472,98.89092581,0.192,6201.94973280463,attached,-122.13736623,37.47209744,"2413 Fordham St, East Palo Alto, CA 94303, USA"
062118160,75.81694343,536.9775958,Single Family Residential,1951,1868.54,2015,9268,31444,40712,13.92668548,6.067879394,84.50544786,0.389,5779.97314343162,attached,-122.15059936,37.47182716,"1023 Newbridge St, East Palo Alto, CA 94303, USA"
063113230,755.6600434,544.9619887,Single Family Residential,1951,5862.78,2015,205903,205903,411806,18.02094694,6.037765663,108.8062546,0.385,5865.9163501679295,attached,-122.13590834,37.471935619999996,"2400 Gonzaga St, East Palo Alto, CA 94303, USA"
063112260,652.5738475,554.2269298,Single Family Residential,1951,5242.84,2015,194957,166717,361674,18.62470604,5.062647329,94.29031829,-1,5965.64324967422,attached,-122.13642786,37.47192319,"2405 Gonzaga St, East Palo Alto, CA 94303, USA"
063112250,427.4571293,558.4887551,Single Family Residential,1951,3988.24,2015,119365,119365,238730,18.62470604,5.086133607,94.72774332,-1,6011.51711102089,attached,-122.13676968,37.47191479,"1735 Bay Rd, East Palo Alto, CA 94303, USA"
062122090,499.6532552,533.3698864,Single Family Residential,1952,4731,2015,133250,133250,266500,11.42889701,7.035207834,80.40466578,0.404,5741.14012022096,attached,-122.15359149,37.47141362,"1163 Westminster Ave, East Palo Alto, CA 94303, USA"
063102500,1171.362248,457.143809,Single Family Residential,1954,6823.6,2015,221503,313978,535481,18.62470604,5.086133607,94.72774332,-1,4920.650245695099,none,-122.1423866,37.47156122,"1529 Bay Rd, East Palo Alto, CA 94303, USA"
062122280,498.0677309,540.008885,Single Family Residential,1955,4713.66,2015,185368,83593,268961,11.31113057,5.125950081,57.98029067,-1,5812.6016372515,attached,-122.15402658,37.4714058,"1166 Saratoga Ave, East Palo Alto, CA 94303, USA"
062133160,1382.432298,566.6946592,Single Family Residential,1940,10208.68,2015,184928,598489,783417,13.67882736,7.385236031,101.0213687,0.519,6099.8446421628805,attached,-122.14791588,37.47155217,"2321 Ralmar Ave, East Palo Alto, CA 94303, USA"
062121120,1126.988809,429.1879353,Single Family Residential,1950,6962.38,2015,241845,241845,483690,14.91970116,5.091644046,75.96580758,-1,4619.73601677567,none,-122.15471041,37.47119064,"1149 Saratoga Ave, East Palo Alto, CA 94303, USA"
063174300,138.6307424,655.2514862,Single Family Residential,1947,2309.46,2015,10361,80477,90838,10.12113955,7.858913987,79.54116521,0.462,7053.06147230818,attached,-122.14581329,37.47060557,"2395 Dumbarton Ave, East Palo Alto, CA 94303, USA"
063232200,212.6158851,993.0678505,Single Family Residential,0,3612.46,2015,190985,20157,211142,23.9253332,10.13429154,242.4663018,1,10689.283035996948,detached,-122.13461078,37.4708486,"2380 Clarke Ave, Palo Alto, CA 94303, USA"
063174160,707.2772235,695.3157598,Single Family Residential,1940,6729,2015,103713,388068,491781,14.28010866,6.668930148,95.23304717,0.577,7484.30930691122,attached,-122.14598761,37.47061508,"1312 Bay Rd, East Palo Alto, CA 94303, USA"
063221300,645.5839943,403.8901247,Single Family Residential,1988,4149.68,2015,79249,181496,260745,18.62470604,5.086133607,94.72774332,-1,4347.43291325833,none,-122.1369146,37.47063276,"813 Paul Robeson Ct, East Palo Alto, CA 94303, USA"
